"Season","Team","GP","W","L","PTS","PCT","GF","GA","PP.","PK.","League","MemorialCupYear","MemorialCupWinner","CleanedTeam","TeamYearID"
"11_12","Tigres - Victoriaville",68,44,18,94,0.691,311,228,0.286,0.788,"QMJHL",2012,"0","Victoriaville","Victoriaville_2012"
"11_12","Remparts - Québec",68,43,18,93,0.684,275,191,0.245,0.849,"QMJHL",2012,"0","Québec","Québec_2012"
"11_12","Mooseheads - Halifax",68,39,22,85,0.625,250,238,0.209,0.794,"QMJHL",2012,"0","Halifax","Halifax_2012"
"11_12","Océanic - Rimouski",68,40,26,82,0.603,260,235,0.261,0.781,"QMJHL",2012,"0","Rimouski","Rimouski_2012"
"11_12","Saguenéens - Chicoutimi",68,35,24,79,0.581,235,232,0.178,0.771,"QMJHL",2012,"0","Chicoutimi","Chicoutimi_2012"
"11_12","Titan - Acadie-Bathurst",68,32,31,69,0.507,250,264,0.253,0.782,"QMJHL",2012,"0","Bathurst","Bathurst_2012"
"11_12","Foreurs - Val-d'Or",68,31,32,67,0.493,224,261,0.205,0.768,"QMJHL",2012,"0","d'Or","d'Or_2012"
"11_12","Wildcats - Moncton",68,30,31,67,0.493,190,228,0.226,0.827,"QMJHL",2012,"0","Moncton","Moncton_2012"
"11_12","Voltigeurs - Drummondville",68,28,31,65,0.478,221,245,0.17,0.821,"QMJHL",2012,"0","Drummondville","Drummondville_2012"
"11_12","Drakkar - Baie-Comeau",68,29,34,63,0.463,217,241,0.234,0.793,"QMJHL",2012,"0","Comeau","Comeau_2012"
"11_12","Olympiques - Gatineau",68,26,32,62,0.456,223,274,0.19,0.737,"QMJHL",2012,"0","Gatineau","Gatineau_2012"
"11_12","Huskies - Rouyn-Noranda",68,24,36,56,0.412,227,296,0.21,0.781,"QMJHL",2012,"0","Noranda","Noranda_2012"
"11_12","Screaming Eagles - Cape Breton",68,23,42,49,0.36,219,306,0.223,0.707,"QMJHL",2012,"0","Cape Breton","Cape Breton_2012"
"11_12","Rocket - PEI",68,19,43,44,0.324,205,320,0.193,0.725,"QMJHL",2012,"0","PEI","PEI_2012"
"12_13","Mooseheads - Halifax",68,58,6,120,0.882,347,176,0.277,0.815,"QMJHL",2013,"1","Halifax","Halifax_2013"
"12_13","Drakkar - Baie-Comeau",68,44,19,93,0.684,274,191,0.214,0.82,"QMJHL",2013,"0","Comeau","Comeau_2013"
"12_13","Armada - Blainville-Boisbriand",68,41,19,90,0.662,272,182,0.201,0.85,"QMJHL",2013,"0","Boisbriand","Boisbriand_2013"
"12_13","Océanic - Rimouski",68,41,18,91,0.669,264,223,0.222,0.813,"QMJHL",2013,"0","Rimouski","Rimouski_2013"
"12_13","Remparts - Québec",68,42,21,89,0.654,241,197,0.25,0.826,"QMJHL",2013,"0","Québec","Québec_2013"
"12_13","Wildcats - Moncton",68,42,23,87,0.64,274,202,0.282,0.789,"QMJHL",2013,"0","Moncton","Moncton_2013"
"12_13","Rocket - PEI",68,41,23,86,0.632,262,229,0.236,0.802,"QMJHL",2013,"0","PEI","PEI_2013"
"12_13","Huskies - Rouyn-Noranda",68,40,24,84,0.618,283,255,0.264,0.761,"QMJHL",2013,"0","Noranda","Noranda_2013"
"12_13","Voltigeurs - Drummondville",68,38,26,80,0.588,226,229,0.224,0.788,"QMJHL",2013,"0","Drummondville","Drummondville_2013"
"12_13","Foreurs - Val-d'Or",68,35,27,76,0.559,274,254,0.222,0.775,"QMJHL",2013,"0","d'Or","d'Or_2013"
"12_13","Tigres - Victoriaville",68,32,27,73,0.537,234,226,0.25,0.8,"QMJHL",2013,"0","Victoriaville","Victoriaville_2013"
"12_13","Saguenéens - Chicoutimi",68,30,31,67,0.493,198,225,0.167,0.8,"QMJHL",2013,"0","Chicoutimi","Chicoutimi_2013"
"12_13","Olympiques - Gatineau",68,29,34,63,0.463,220,265,0.18,0.777,"QMJHL",2013,"0","Gatineau","Gatineau_2013"
"12_13","Titan - Acadie-Bathurst",68,26,35,59,0.434,232,278,0.232,0.726,"QMJHL",2013,"0","Bathurst","Bathurst_2013"
"12_13","Phœnix - Sherbrooke",68,21,38,51,0.375,188,282,0.164,0.766,"QMJHL",2013,"0","Sherbrooke","Sherbrooke_2013"
"12_13","Sea Dogs - Saint John",68,23,44,47,0.346,173,271,0.203,0.753,"QMJHL",2013,"0","Saint John","Saint John_2013"
"12_13","Cataractes - Shawinigan",68,15,46,37,0.272,154,284,0.148,0.729,"QMJHL",2013,"0","Shawinigan","Shawinigan_2013"
"12_13","Screaming Eagles - Cape Breton",68,14,46,36,0.265,161,308,0.157,0.743,"QMJHL",2013,"0","Cape Breton","Cape Breton_2013"
"13_14","Drakkar - Baie-Comeau",68,47,16,99,0.728,255,170,0.245,0.791,"QMJHL",2014,"0","Comeau","Comeau_2014"
"13_14","Mooseheads - Halifax",68,47,18,97,0.713,292,182,0.221,0.788,"QMJHL",2014,"0","Halifax","Halifax_2014"
"13_14","Foreurs - Val-d'Or",68,46,20,94,0.691,306,213,0.286,0.828,"QMJHL",2014,"0","d'Or","d'Or_2014"
"13_14","Océanic - Rimouski",68,45,16,97,0.713,258,194,0.197,0.822,"QMJHL",2014,"0","Rimouski","Rimouski_2014"
"13_14","Armada - Blainville-Boisbriand",68,41,17,92,0.676,243,196,0.218,0.728,"QMJHL",2014,"0","Boisbriand","Boisbriand_2014"
"13_14","Voltigeurs - Drummondville",68,43,21,90,0.662,233,179,0.25,0.794,"QMJHL",2014,"0","Drummondville","Drummondville_2014"
"13_14","Remparts - Québec",68,39,17,90,0.662,255,209,0.248,0.79,"QMJHL",2014,"0","Québec","Québec_2014"
"13_14","Olympiques - Gatineau",68,41,23,86,0.632,254,218,0.175,0.804,"QMJHL",2014,"0","Gatineau","Gatineau_2014"
"13_14","Screaming Eagles - Cape Breton",68,37,27,78,0.574,260,260,0.248,0.79,"QMJHL",2014,"0","Cape Breton","Cape Breton_2014"
"13_14","Huskies - Rouyn-Noranda",68,35,28,75,0.551,254,243,0.231,0.777,"QMJHL",2014,"0","Noranda","Noranda_2014"
"13_14","Tigres - Victoriaville",68,33,27,74,0.544,229,219,0.204,0.808,"QMJHL",2014,"0","Victoriaville","Victoriaville_2014"
"13_14","Wildcats - Moncton",68,33,32,69,0.507,214,226,0.199,0.833,"QMJHL",2014,"0","Moncton","Moncton_2014"
"13_14","Saguenéens - Chicoutimi",68,27,40,55,0.404,183,254,0.204,0.739,"QMJHL",2014,"0","Chicoutimi","Chicoutimi_2014"
"13_14","Titan - Acadie-Bathurst",68,22,40,50,0.368,144,249,0.131,0.801,"QMJHL",2014,"0","Bathurst","Bathurst_2014"
"13_14","Islanders - Charlottetown",68,21,39,50,0.368,186,256,0.186,0.77,"QMJHL",2014,"0","Charlottetown","Charlottetown_2014"
"13_14","Cataractes - Shawinigan",68,20,39,49,0.36,163,251,0.151,0.818,"QMJHL",2014,"0","Shawinigan","Shawinigan_2014"
"13_14","Sea Dogs - Saint John",68,19,44,43,0.316,165,255,0.189,0.78,"QMJHL",2014,"0","Saint John","Saint John_2014"
"13_14","Phœnix - Sherbrooke",68,16,43,41,0.301,180,300,0.199,0.74,"QMJHL",2014,"0","Sherbrooke","Sherbrooke_2014"
"14_15","Océanic - Rimouski",68,47,16,99,0.728,279,198,0.227,0.831,"QMJHL",2015,"0","Rimouski","Rimouski_2015"
"14_15","Wildcats - Moncton",68,46,19,95,0.699,287,232,0.251,0.797,"QMJHL",2015,"0","Moncton","Moncton_2015"
"14_15","Armada - Blainville-Boisbriand",68,41,18,91,0.669,244,185,0.26,0.773,"QMJHL",2015,"0","Boisbriand","Boisbriand_2015"
"14_15","Remparts - Québec",68,40,25,83,0.61,267,232,0.242,0.797,"QMJHL",2015,"0","Québec","Québec_2015"
"14_15","Cataractes - Shawinigan",68,39,26,81,0.596,259,214,0.238,0.77,"QMJHL",2015,"0","Shawinigan","Shawinigan_2015"
"14_15","Foreurs - Val-d'Or",68,35,25,78,0.574,283,266,0.254,0.759,"QMJHL",2015,"0","d'Or","d'Or_2015"
"14_15","Drakkar - Baie-Comeau",68,35,25,78,0.574,227,237,0.207,0.798,"QMJHL",2015,"0","Comeau","Comeau_2015"
"14_15","Phœnix - Sherbrooke",68,36,26,78,0.574,228,245,0.234,0.787,"QMJHL",2015,"0","Sherbrooke","Sherbrooke_2015"
"14_15","Islanders - Charlottetown",68,35,28,75,0.551,226,243,0.258,0.798,"QMJHL",2015,"0","Charlottetown","Charlottetown_2015"
"14_15","Sea Dogs - Saint John",68,32,26,74,0.544,237,241,0.171,0.807,"QMJHL",2015,"0","Saint John","Saint John_2015"
"14_15","Huskies - Rouyn-Noranda",68,33,30,71,0.522,246,245,0.247,0.77,"QMJHL",2015,"0","Noranda","Noranda_2015"
"14_15","Mooseheads - Halifax",68,32,30,70,0.515,227,242,0.205,0.737,"QMJHL",2015,"0","Halifax","Halifax_2015"
"14_15","Screaming Eagles - Cape Breton",68,31,31,68,0.5,258,246,0.22,0.831,"QMJHL",2015,"0","Cape Breton","Cape Breton_2015"
"14_15","Olympiques - Gatineau",68,31,31,68,0.5,234,242,0.182,0.763,"QMJHL",2015,"0","Gatineau","Gatineau_2015"
"14_15","Saguenéens - Chicoutimi",68,29,32,65,0.478,203,238,0.186,0.764,"QMJHL",2015,"0","Chicoutimi","Chicoutimi_2015"
"14_15","Tigres - Victoriaville",68,27,34,61,0.449,248,275,0.216,0.781,"QMJHL",2015,"0","Victoriaville","Victoriaville_2015"
"14_15","Voltigeurs - Drummondville",68,26,38,56,0.412,195,254,0.155,0.786,"QMJHL",2015,"0","Drummondville","Drummondville_2015"
"14_15","Titan - Acadie-Bathurst",68,17,43,42,0.309,158,271,0.142,0.736,"QMJHL",2015,"0","Bathurst","Bathurst_2015"
"15_16","Huskies - Rouyn-Noranda",68,54,9,113,0.831,302,181,0.236,0.836,"QMJHL",2016,"0","Noranda","Noranda_2016"
"15_16","Cataractes - Shawinigan",68,44,19,93,0.684,281,220,0.291,0.758,"QMJHL",2016,"0","Shawinigan","Shawinigan_2016"
"15_16","Sea Dogs - Saint John",68,42,20,90,0.662,258,222,0.219,0.805,"QMJHL",2016,"0","Saint John","Saint John_2016"
"15_16","Foreurs - Val-d'Or",68,49,15,102,0.75,293,197,0.225,0.77,"QMJHL",2016,"0","d'Or","d'Or_2016"
"15_16","Olympiques - Gatineau",68,46,19,95,0.699,250,173,0.212,0.852,"QMJHL",2016,"0","Gatineau","Gatineau_2016"
"15_16","Wildcats - Moncton",68,36,21,83,0.61,268,250,0.22,0.777,"QMJHL",2016,"0","Moncton","Moncton_2016"
"15_16","Screaming Eagles - Cape Breton",68,38,24,82,0.603,286,237,0.223,0.803,"QMJHL",2016,"0","Cape Breton","Cape Breton_2016"
"15_16","Océanic - Rimouski",68,36,25,79,0.581,208,203,0.228,0.811,"QMJHL",2016,"0","Rimouski","Rimouski_2016"
"15_16","Islanders - Charlottetown",68,35,26,77,0.566,227,232,0.249,0.786,"QMJHL",2016,"0","Charlottetown","Charlottetown_2016"
"15_16","Saguenéens - Chicoutimi",68,32,25,75,0.551,223,217,0.259,0.79,"QMJHL",2016,"0","Chicoutimi","Chicoutimi_2016"
"15_16","Tigres - Victoriaville",68,33,28,73,0.537,246,249,0.239,0.76,"QMJHL",2016,"0","Victoriaville","Victoriaville_2016"
"15_16","Remparts - Québec",68,28,33,63,0.463,205,258,0.19,0.743,"QMJHL",2016,"0","Québec","Québec_2016"
"15_16","Armada - Blainville-Boisbriand",68,26,32,62,0.456,171,201,0.167,0.804,"QMJHL",2016,"0","Boisbriand","Boisbriand_2016"
"15_16","Titan - Acadie-Bathurst",68,27,35,60,0.441,224,254,0.218,0.779,"QMJHL",2016,"0","Bathurst","Bathurst_2016"
"15_16","Phœnix - Sherbrooke",68,24,35,57,0.419,207,241,0.236,0.758,"QMJHL",2016,"0","Sherbrooke","Sherbrooke_2016"
"15_16","Voltigeurs - Drummondville",68,27,39,56,0.412,189,264,0.194,0.742,"QMJHL",2016,"0","Drummondville","Drummondville_2016"
"15_16","Mooseheads - Halifax",68,21,39,50,0.368,193,277,0.172,0.756,"QMJHL",2016,"0","Halifax","Halifax_2016"
"15_16","Drakkar - Baie-Comeau",68,14,49,33,0.243,147,302,0.161,0.74,"QMJHL",2016,"0","Comeau","Comeau_2016"
"16_17","Sea Dogs - Saint John",68,48,14,102,0.75,287,180,0.299,0.854,"QMJHL",2017,"0","Saint John","Saint John_2017"
"16_17","Huskies - Rouyn-Noranda",68,43,18,93,0.684,272,181,0.222,0.815,"QMJHL",2017,"0","Noranda","Noranda_2017"
"16_17","Cataractes - Shawinigan",68,42,20,90,0.662,258,184,0.232,0.83,"QMJHL",2017,"0","Shawinigan","Shawinigan_2017"
"16_17","Islanders - Charlottetown",68,46,18,96,0.706,303,214,0.257,0.772,"QMJHL",2017,"0","Charlottetown","Charlottetown_2017"
"16_17","Armada - Blainville-Boisbriand",68,43,19,92,0.676,224,171,0.221,0.794,"QMJHL",2017,"0","Boisbriand","Boisbriand_2017"
"16_17","Titan - Acadie-Bathurst",68,39,23,84,0.618,284,242,0.22,0.776,"QMJHL",2017,"0","Bathurst","Bathurst_2017"
"16_17","Screaming Eagles - Cape Breton",68,39,25,82,0.603,270,230,0.22,0.797,"QMJHL",2017,"0","Cape Breton","Cape Breton_2017"
"16_17","Saguenéens - Chicoutimi",68,38,25,81,0.596,206,205,0.25,0.76,"QMJHL",2017,"0","Chicoutimi","Chicoutimi_2017"
"16_17","Tigres - Victoriaville",68,35,25,78,0.574,230,231,0.238,0.794,"QMJHL",2017,"0","Victoriaville","Victoriaville_2017"
"16_17","Olympiques - Gatineau",68,33,31,70,0.515,234,253,0.23,0.749,"QMJHL",2017,"0","Gatineau","Gatineau_2017"
"16_17","Remparts - Québec",68,31,30,69,0.507,187,237,0.187,0.769,"QMJHL",2017,"0","Québec","Québec_2017"
"16_17","Voltigeurs - Drummondville",68,28,34,62,0.456,214,263,0.176,0.815,"QMJHL",2017,"0","Drummondville","Drummondville_2017"
"16_17","Drakkar - Baie-Comeau",68,26,32,62,0.456,203,230,0.166,0.785,"QMJHL",2017,"0","Comeau","Comeau_2017"
"16_17","Foreurs - Val-d'Or",68,28,35,61,0.449,210,265,0.181,0.711,"QMJHL",2017,"0","d'Or","d'Or_2017"
"16_17","Mooseheads - Halifax",68,27,35,60,0.441,229,259,0.185,0.769,"QMJHL",2017,"0","Halifax","Halifax_2017"
"16_17","Océanic - Rimouski",68,26,35,59,0.434,229,255,0.226,0.807,"QMJHL",2017,"0","Rimouski","Rimouski_2017"
"16_17","Phœnix - Sherbrooke",68,26,38,56,0.412,214,268,0.253,0.748,"QMJHL",2017,"0","Sherbrooke","Sherbrooke_2017"
"16_17","Wildcats - Moncton",68,14,51,31,0.228,170,356,0.134,0.748,"QMJHL",2017,"0","Moncton","Moncton_2017"
"17_18","Armada - Blainville-Boisbriand",68,50,11,107,0.787,276,184,0.281,0.793,"QMJHL",2018,"0","Boisbriand","Boisbriand_2018"
"17_18","Titan - Acadie-Bathurst",68,43,15,96,0.706,270,183,0.254,0.843,"QMJHL",2018,"1","Bathurst","Bathurst_2018"
"17_18","Océanic - Rimouski",68,42,17,93,0.684,231,174,0.188,0.858,"QMJHL",2018,"0","Rimouski","Rimouski_2018"
"17_18","Mooseheads - Halifax",68,43,18,93,0.684,270,223,0.196,0.821,"QMJHL",2018,"0","Halifax","Halifax_2018"
"17_18","Voltigeurs - Drummondville",68,44,20,92,0.676,277,194,0.206,0.807,"QMJHL",2018,"0","Drummondville","Drummondville_2018"
"17_18","Tigres - Victoriaville",68,42,20,90,0.662,270,195,0.232,0.848,"QMJHL",2018,"0","Victoriaville","Victoriaville_2018"
"17_18","Huskies - Rouyn-Noranda",68,39,19,88,0.647,239,179,0.21,0.832,"QMJHL",2018,"0","Noranda","Noranda_2018"
"17_18","Remparts - Québec",68,40,22,86,0.632,227,202,0.195,0.814,"QMJHL",2018,"0","Québec","Québec_2018"
"17_18","Islanders - Charlottetown",68,37,24,81,0.596,209,219,0.151,0.802,"QMJHL",2018,"0","Charlottetown","Charlottetown_2018"
"17_18","Phœnix - Sherbrooke",68,34,23,79,0.581,228,234,0.2,0.774,"QMJHL",2018,"0","Sherbrooke","Sherbrooke_2018"
"17_18","Olympiques - Gatineau",68,32,27,73,0.537,213,215,0.22,0.801,"QMJHL",2018,"0","Gatineau","Gatineau_2018"
"17_18","Screaming Eagles - Cape Breton",68,32,28,72,0.529,235,259,0.224,0.802,"QMJHL",2018,"0","Cape Breton","Cape Breton_2018"
"17_18","Drakkar - Baie-Comeau",68,30,33,65,0.478,224,257,0.201,0.783,"QMJHL",2018,"0","Comeau","Comeau_2018"
"17_18","Wildcats - Moncton",68,27,33,62,0.456,233,282,0.195,0.799,"QMJHL",2018,"0","Moncton","Moncton_2018"
"17_18","Saguenéens - Chicoutimi",68,28,35,61,0.449,200,233,0.175,0.769,"QMJHL",2018,"0","Chicoutimi","Chicoutimi_2018"
"17_18","Foreurs - Val-d'Or",68,19,42,45,0.331,172,308,0.153,0.769,"QMJHL",2018,"0","d'Or","d'Or_2018"
"17_18","Cataractes - Shawinigan",68,16,45,39,0.287,183,298,0.149,0.716,"QMJHL",2018,"0","Shawinigan","Shawinigan_2018"
"17_18","Sea Dogs - Saint John",68,14,43,39,0.287,181,301,0.155,0.771,"QMJHL",2018,"0","Saint John","Saint John_2018"
"18_19","Huskies xyz - Rouyn-Noranda, Huskies",68,59,8,119,0.875,320,138,0.265,0.833,"QMJHL",2019,"1","Noranda, Huskies","Noranda, Huskies_2019"
"18_19","Voltigeurs xy - Drummondville, Voltigeurs",68,52,13,107,0.787,338,173,0.266,0.78,"QMJHL",2019,"0","Drummondville, Voltigeurs","Drummondville, Voltigeurs_2019"
"18_19","Mooseheads xy - Halifax, Mooseheads",68,49,15,102,0.75,300,164,0.281,0.856,"QMJHL",2019,"0","Halifax, Mooseheads","Halifax, Mooseheads_2019"
"18_19","Drakkar xy - Baie-Comeau, Drakkar",68,49,15,102,0.75,306,189,0.307,0.814,"QMJHL",2019,"0","Comeau, Drakkar","Comeau, Drakkar_2019"
"18_19","Océanic x - Rimouski, Océanic",68,44,20,92,0.676,272,173,0.274,0.803,"QMJHL",2019,"0","Rimouski, Océanic","Rimouski, Océanic_2019"
"18_19","Islanders x - Charlottetown, Islanders",68,40,21,87,0.64,233,211,0.164,0.789,"QMJHL",2019,"0","Charlottetown, Islanders","Charlottetown, Islanders_2019"
"18_19","Screaming Eagles x - Cape Breton, Screaming Eagles",68,40,22,86,0.632,267,214,0.208,0.778,"QMJHL",2019,"0","Cape Breton, Screaming Eagles","Cape Breton, Screaming Eagles_2019"
"18_19","Saguenéens x - Chicoutimi, Saguenéens",68,39,22,85,0.625,218,205,0.217,0.804,"QMJHL",2019,"0","Chicoutimi, Saguenéens","Chicoutimi, Saguenéens_2019"
"18_19","Wildcats x - Moncton, Wildcats",68,38,21,85,0.625,274,222,0.243,0.816,"QMJHL",2019,"0","Moncton, Wildcats","Moncton, Wildcats_2019"
"18_19","Phœnix x - Sherbrooke, Phœnix",68,36,27,77,0.566,249,247,0.234,0.756,"QMJHL",2019,"0","Sherbrooke, Phœnix","Sherbrooke, Phœnix_2019"
"18_19","Remparts x - Québec, Remparts",68,27,28,67,0.493,197,236,0.178,0.744,"QMJHL",2019,"0","Québec, Remparts","Québec, Remparts_2019"
"18_19","Tigres x - Victoriaville, Tigres",68,30,33,65,0.478,188,219,0.201,0.774,"QMJHL",2019,"0","Victoriaville, Tigres","Victoriaville, Tigres_2019"
"18_19","Foreurs x - Val-d'Or, Foreurs",68,25,36,57,0.419,186,283,0.229,0.736,"QMJHL",2019,"0","d'Or, Foreurs","d'Or, Foreurs_2019"
"18_19","Armada x - Blainville-Boisbriand, Armada",68,26,40,54,0.397,196,270,0.178,0.788,"QMJHL",2019,"0","Boisbriand, Armada","Boisbriand, Armada_2019"
"18_19","Olympiques x - Gatineau, Olympiques",68,23,39,52,0.382,194,248,0.202,0.757,"QMJHL",2019,"0","Gatineau, Olympiques","Gatineau, Olympiques_2019"
"18_19","Cataractes x - Shawinigan, Cataractes",68,14,49,33,0.243,188,347,0.206,0.689,"QMJHL",2019,"0","Shawinigan, Cataractes","Shawinigan, Cataractes_2019"
"18_19","Sea Dogs Saint John, Sea Dogs",68,13,49,32,0.235,169,364,0.147,0.739,"QMJHL",2019,"0","Sea Dogs Saint John, Sea Dogs","Sea Dogs Saint John, Sea Dogs_2019"
"18_19","Titan Acadie-Bathurst, Titan",68,8,54,22,0.162,141,336,0.165,0.755,"QMJHL",2019,"0","Bathurst, Titan","Bathurst, Titan_2019"
"21_22","Remparts xyz - Québec, Remparts",68,51,15,104,0.765,302,175,0.241,0.78,"QMJHL",2022,"0","Québec, Remparts","Québec, Remparts_2022"
"21_22","Islanders xy - Charlottetown, Islanders",68,48,13,103,0.757,283,179,0.262,0.843,"QMJHL",2022,"0","Charlottetown, Islanders","Charlottetown, Islanders_2022"
"21_22","Phœnix xy - Sherbrooke, Phœnix",68,46,17,97,0.713,274,202,0.282,0.772,"QMJHL",2022,"0","Sherbrooke, Phœnix","Sherbrooke, Phœnix_2022"
"21_22","Olympiques xy - Gatineau, Olympiques",68,39,15,92,0.676,248,193,0.241,0.819,"QMJHL",2022,"0","Gatineau, Olympiques","Gatineau, Olympiques_2022"
"21_22","Sea Dogs x - Saint John, Sea Dogs",68,47,17,98,0.721,311,201,0.29,0.801,"QMJHL",2022,"1","Saint John, Sea Dogs","Saint John, Sea Dogs_2022"
"21_22","Titan x - Acadie-Bathurst, Titan",68,40,22,86,0.632,280,211,0.27,0.828,"QMJHL",2022,"0","Bathurst, Titan","Bathurst, Titan_2022"
"21_22","Cataractes x - Shawinigan, Cataractes",68,40,24,84,0.618,235,190,0.314,0.795,"QMJHL",2022,"0","Shawinigan, Cataractes","Shawinigan, Cataractes_2022"
"21_22","Mooseheads x - Halifax, Mooseheads",68,38,28,78,0.574,272,272,0.233,0.698,"QMJHL",2022,"0","Halifax, Mooseheads","Halifax, Mooseheads_2022"
"21_22","Océanic x - Rimouski, Océanic",68,33,26,75,0.551,228,204,0.213,0.778,"QMJHL",2022,"0","Rimouski, Océanic","Rimouski, Océanic_2022"
"21_22","Voltigeurs x - Drummondville, Voltigeurs",68,28,25,71,0.522,214,252,0.194,0.763,"QMJHL",2022,"0","Drummondville, Voltigeurs","Drummondville, Voltigeurs_2022"
"21_22","Armada x - Blainville-Boisbriand, Armada",68,30,29,69,0.507,225,259,0.182,0.721,"QMJHL",2022,"0","Boisbriand, Armada","Boisbriand, Armada_2022"
"21_22","Wildcats x - Moncton, Wildcats",68,28,31,65,0.478,208,273,0.198,0.762,"QMJHL",2022,"0","Moncton, Wildcats","Moncton, Wildcats_2022"
"21_22","Huskies x - Rouyn-Noranda, Huskies",68,28,35,61,0.449,190,256,0.167,0.785,"QMJHL",2022,"0","Noranda, Huskies","Noranda, Huskies_2022"
"21_22","Saguenéens x - Chicoutimi, Saguenéens",68,27,35,60,0.441,206,264,0.19,0.735,"QMJHL",2022,"0","Chicoutimi, Saguenéens","Chicoutimi, Saguenéens_2022"
"21_22","Foreurs x - Val-d'Or, Foreurs",68,26,35,59,0.434,226,298,0.249,0.703,"QMJHL",2022,"0","d'Or, Foreurs","d'Or, Foreurs_2022"
"21_22","Drakkar x - Baie-Comeau, Drakkar",68,24,35,57,0.419,201,247,0.219,0.772,"QMJHL",2022,"0","Comeau, Drakkar","Comeau, Drakkar_2022"
"21_22","Tigres Victoriaville, Tigres",68,25,36,57,0.419,176,251,0.174,0.788,"QMJHL",2022,"0","Tigres Victoriaville, Tigres","Tigres Victoriaville, Tigres_2022"
"21_22","Eagles Cape Breton, Eagles",68,14,47,35,0.257,183,335,0.188,0.725,"QMJHL",2022,"0","Eagles Cape Breton, Eagles","Eagles Cape Breton, Eagles_2022"
"22_23","Remparts xyz - Québec, Remparts",68,53,12,109,0.801,286,160,0.266,0.81,"QMJHL",2023,"1","Québec, Remparts","Québec, Remparts_2023"
"22_23","Mooseheads xy - Halifax, Mooseheads",68,50,11,107,0.787,335,196,0.271,0.81,"QMJHL",2023,"0","Halifax, Mooseheads","Halifax, Mooseheads_2023"
"22_23","Phœnix xy - Sherbrooke, Phœnix",68,50,13,105,0.772,317,172,0.292,0.83,"QMJHL",2023,"0","Sherbrooke, Phœnix","Sherbrooke, Phœnix_2023"
"22_23","Olympiques xy - Gatineau, Olympiques",68,49,12,105,0.772,304,197,0.259,0.806,"QMJHL",2023,"0","Gatineau, Olympiques","Gatineau, Olympiques_2023"
"22_23","Tigres x - Victoriaville, Tigres",68,40,20,88,0.647,244,190,0.269,0.812,"QMJHL",2023,"0","Victoriaville, Tigres","Victoriaville, Tigres_2023"
"22_23","Huskies x - Rouyn-Noranda, Huskies",68,37,24,81,0.596,240,227,0.228,0.765,"QMJHL",2023,"0","Noranda, Huskies","Noranda, Huskies_2023"
"22_23","Wildcats x - Moncton, Wildcats",68,35,29,74,0.544,255,249,0.223,0.756,"QMJHL",2023,"0","Moncton, Wildcats","Moncton, Wildcats_2023"
"22_23","Saguenéens x - Chicoutimi, Saguenéens",68,33,31,70,0.515,234,281,0.265,0.743,"QMJHL",2023,"0","Chicoutimi, Saguenéens","Chicoutimi, Saguenéens_2023"
"22_23","Océanic x - Rimouski, Océanic",68,32,31,69,0.507,213,216,0.199,0.74,"QMJHL",2023,"0","Rimouski, Océanic","Rimouski, Océanic_2023"
"22_23","Drakkar x - Baie-Comeau, Drakkar",68,30,32,66,0.485,205,244,0.207,0.753,"QMJHL",2023,"0","Comeau, Drakkar","Comeau, Drakkar_2023"
"22_23","Eagles x - Cape Breton, Eagles",68,30,34,64,0.471,224,275,0.195,0.774,"QMJHL",2023,"0","Cape Breton, Eagles","Cape Breton, Eagles_2023"
"22_23","Cataractes x - Shawinigan, Cataractes",68,29,34,63,0.463,209,236,0.197,0.787,"QMJHL",2023,"0","Shawinigan, Cataractes","Shawinigan, Cataractes_2023"
"22_23","Voltigeurs x - Drummondville, Voltigeurs",68,29,34,63,0.463,205,251,0.205,0.729,"QMJHL",2023,"0","Drummondville, Voltigeurs","Drummondville, Voltigeurs_2023"
"22_23","Islanders x - Charlottetown, Islanders",68,26,33,61,0.449,189,267,0.143,0.718,"QMJHL",2023,"0","Charlottetown, Islanders","Charlottetown, Islanders_2023"
"22_23","Sea Dogs x - Saint John, Sea Dogs",68,24,38,54,0.397,233,318,0.214,0.772,"QMJHL",2023,"0","Saint John, Sea Dogs","Saint John, Sea Dogs_2023"
"22_23","Armada x - Blainville-Boisbriand, Armada",68,22,37,53,0.39,206,261,0.232,0.744,"QMJHL",2023,"0","Boisbriand, Armada","Boisbriand, Armada_2023"
"22_23","Foreurs Val-d'Or, Foreurs",68,24,40,52,0.382,223,301,0.24,0.769,"QMJHL",2023,"0","d'Or, Foreurs","d'Or, Foreurs_2023"
"22_23","Titan Acadie-Bathurst, Titan",68,20,40,48,0.353,203,278,0.193,0.802,"QMJHL",2023,"0","Bathurst, Titan","Bathurst, Titan_2023"
"23_24","Drakkar xyz - Baie-Comeau, Drakkar",68,53,12,109,0.801,290,163,0.257,0.812,"QMJHL",2024,"0","Comeau, Drakkar","Comeau, Drakkar_2024"
