"Season","Team","GP","W","L","PTS","PCT","GF","GA","PP.","PK.","League","MemorialCupYear","MemorialCupWinner","CleanedTeam","TeamYearID"
"07_08","Everett x - Everett Silvertips",72,39,30,81,0.563,205,198,0.18,0.855,"WHL",2008,"0","Everett Silvertips","Everett Silvertips_2008"
"07_08","Saskatoon x - Saskatoon Blades",72,29,34,67,0.465,182,229,0.199,0.828,"WHL",2008,"0","Saskatoon Blades","Saskatoon Blades_2008"
"07_08","Chilliwack x - Chilliwack Bruins",72,28,35,65,0.451,206,241,0.207,0.807,"WHL",2008,"0","Chilliwack Bruins","Chilliwack Bruins_2008"
"07_08","Kamloops x - Kamloops Blazers",72,27,41,58,0.403,197,253,0.186,0.782,"WHL",2008,"0","Kamloops Blazers","Kamloops Blazers_2008"
"07_08","Prince Albert x - Prince Albert Raiders",72,26,41,57,0.396,196,248,0.164,0.777,"WHL",2008,"0","Prince Albert Raiders","Prince Albert Raiders_2008"
"07_08","Oil Kings x - Edmonton Oil Kings",72,22,39,55,0.382,162,241,0.158,0.797,"WHL",2008,"0","Edmonton Oil Kings","Edmonton Oil Kings_2008"
"07_08","Prince George x - Prince George Cougars",72,20,48,44,0.306,172,304,0.169,0.752,"WHL",2008,"0","Prince George Cougars","Prince George Cougars_2008"
"07_08","Red Deer x - Red Deer Rebels",72,18,47,43,0.299,145,255,0.136,0.799,"WHL",2008,"0","Red Deer Rebels","Red Deer Rebels_2008"
"07_08","Portland x - Portland Winter Hawks",72,11,58,25,0.174,132,318,0.113,0.765,"WHL",2008,"0","Portland Winter Hawks","Portland Winter Hawks_2008"
"08_09","Calgary xy - Calgary Hitmen",72,59,9,122,0.847,330,159,0.302,0.866,"WHL",2009,"0","Calgary Hitmen","Calgary Hitmen_2009"
"08_09","Vancouver xy - Vancouver Giants",72,57,10,119,0.826,319,151,0.258,0.855,"WHL",2009,"0","Vancouver Giants","Vancouver Giants_2009"
"08_09","Saskatoon x - Saskatoon Blades",72,49,18,103,0.715,283,195,0.206,0.835,"WHL",2009,"0","Saskatoon Blades","Saskatoon Blades_2009"
"08_09","Tri-City x - Tri-City Americans",72,49,20,101,0.701,263,184,0.181,0.847,"WHL",2009,"0","City Americans","City Americans_2009"
"08_09","Brandon x - Brandon Wheat Kings",72,48,19,101,0.701,295,220,0.239,0.791,"WHL",2009,"0","Brandon Wheat Kings","Brandon Wheat Kings_2009"
"08_09","Kelowna x - Kelowna Rockets",72,47,21,98,0.681,267,178,0.22,0.852,"WHL",2009,"0","Kelowna Rockets","Kelowna Rockets_2009"
"08_09","Spokane x - Spokane Chiefs",72,46,23,95,0.66,244,145,0.223,0.877,"WHL",2009,"0","Spokane Chiefs","Spokane Chiefs_2009"
"08_09","Swift Current x - Swift Current Broncos",72,42,28,86,0.597,258,220,0.191,0.82,"WHL",2009,"0","Swift Current Broncos","Swift Current Broncos_2009"
"08_09","Medicine Hat x - Medicine Hat Tigers",72,36,29,79,0.549,249,242,0.197,0.816,"WHL",2009,"0","Medicine Hat Tigers","Medicine Hat Tigers_2009"
"08_09","Kootenay x - Kootenay Ice",72,35,29,78,0.542,220,224,0.191,0.821,"WHL",2009,"0","Kootenay Ice","Kootenay Ice_2009"
"08_09","Seattle x - Seattle Thunderbirds",72,35,32,75,0.521,222,234,0.171,0.796,"WHL",2009,"0","Seattle Thunderbirds","Seattle Thunderbirds_2009"
"08_09","Lethbridge x - Lethbridge Hurricanes",72,35,32,75,0.521,227,228,0.212,0.777,"WHL",2009,"0","Lethbridge Hurricanes","Lethbridge Hurricanes_2009"
"08_09","Kamloops x - Kamloops Blazers",72,33,33,72,0.5,242,277,0.21,0.769,"WHL",2009,"0","Kamloops Blazers","Kamloops Blazers_2009"
"08_09","Prince Albert x - Prince Albert Raiders",72,31,36,67,0.465,233,270,0.22,0.781,"WHL",2009,"0","Prince Albert Raiders","Prince Albert Raiders_2009"
"08_09","Oil Kings x - Edmonton Oil Kings",72,29,34,67,0.465,191,252,0.174,0.789,"WHL",2009,"0","Edmonton Oil Kings","Edmonton Oil Kings_2009"
"08_09","Everett x - Everett Silvertips",72,27,36,63,0.438,199,259,0.191,0.802,"WHL",2009,"0","Everett Silvertips","Everett Silvertips_2009"
"08_09","Regina x - Regina Pats",72,27,39,60,0.417,228,265,0.184,0.793,"WHL",2009,"0","Regina Pats","Regina Pats_2009"
"08_09","Red Deer x - Red Deer Rebels",72,25,37,60,0.417,172,250,0.147,0.747,"WHL",2009,"0","Red Deer Rebels","Red Deer Rebels_2009"
"08_09","Prince George x - Prince George Cougars",72,25,44,53,0.368,188,298,0.175,0.768,"WHL",2009,"0","Prince George Cougars","Prince George Cougars_2009"
"08_09","Chilliwack x - Chilliwack Bruins",72,19,46,45,0.313,154,267,0.135,0.797,"WHL",2009,"0","Chilliwack Bruins","Chilliwack Bruins_2009"
"08_09","Portland x - Portland Winter Hawks",72,19,48,43,0.299,176,288,0.151,0.743,"WHL",2009,"0","Portland Winter Hawks","Portland Winter Hawks_2009"
"08_09","Moose Jaw x - Moose Jaw Warriors",72,19,50,41,0.285,198,352,0.135,0.749,"WHL",2009,"0","Moose Jaw Warriors","Moose Jaw Warriors_2009"
"09_10","Calgary x - Calgary Hitmen",72,52,17,107,0.743,269,177,0.29,0.875,"WHL",2010,"0","Calgary Hitmen","Calgary Hitmen_2010"
"09_10","Brandon x - Brandon Wheat Kings",72,50,18,104,0.722,321,204,0.219,0.768,"WHL",2010,"0","Brandon Wheat Kings","Brandon Wheat Kings_2010"
"09_10","Tri-City x - Tri-City Americans",72,47,22,97,0.674,272,193,0.28,0.785,"WHL",2010,"0","City Americans","City Americans_2010"
"09_10","Vancouver x - Vancouver Giants",72,41,25,88,0.611,267,211,0.264,0.847,"WHL",2010,"0","Vancouver Giants","Vancouver Giants_2010"
"09_10","Saskatoon x - Saskatoon Blades",72,46,19,99,0.688,258,227,0.165,0.809,"WHL",2010,"0","Saskatoon Blades","Saskatoon Blades_2010"
"09_10","Everett x - Everett Silvertips",72,46,21,97,0.674,232,175,0.19,0.759,"WHL",2010,"0","Everett Silvertips","Everett Silvertips_2010"
"09_10","Spokane x - Spokane Chiefs",72,45,22,95,0.66,240,179,0.249,0.844,"WHL",2010,"0","Spokane Chiefs","Spokane Chiefs_2010"
"09_10","Portland x - Portland Winterhawks",72,44,25,91,0.632,266,241,0.194,0.792,"WHL",2010,"0","Portland Winterhawks","Portland Winterhawks_2010"
"09_10","Kootenay x - Kootenay Ice",72,43,24,91,0.632,252,215,0.176,0.827,"WHL",2010,"0","Kootenay Ice","Kootenay Ice_2010"
"09_10","Medicine Hat x - Medicine Hat Tigers",72,41,23,90,0.625,276,232,0.198,0.795,"WHL",2010,"0","Medicine Hat Tigers","Medicine Hat Tigers_2010"
"09_10","Red Deer x - Red Deer Rebels",72,39,28,83,0.576,202,222,0.177,0.806,"WHL",2010,"0","Red Deer Rebels","Red Deer Rebels_2010"
"09_10","Swift Current x - Swift Current Broncos",72,37,30,79,0.549,231,232,0.175,0.84,"WHL",2010,"0","Swift Current Broncos","Swift Current Broncos_2010"
"09_10","Moose Jaw x - Moose Jaw Warriors",72,33,27,78,0.542,243,247,0.234,0.772,"WHL",2010,"0","Moose Jaw Warriors","Moose Jaw Warriors_2010"
"09_10","Kelowna x - Kelowna Rockets",72,35,31,76,0.528,224,225,0.225,0.817,"WHL",2010,"0","Kelowna Rockets","Kelowna Rockets_2010"
"09_10","Kamloops x - Kamloops Blazers",72,32,33,71,0.493,237,284,0.232,0.753,"WHL",2010,"0","Kamloops Blazers","Kamloops Blazers_2010"
"09_10","Chilliwack x - Chilliwack Bruins",72,32,33,71,0.493,215,239,0.185,0.794,"WHL",2010,"0","Chilliwack Bruins","Chilliwack Bruins_2010"
"09_10","Prince Albert x - Prince Albert Raiders",72,32,35,69,0.479,230,249,0.183,0.809,"WHL",2010,"0","Prince Albert Raiders","Prince Albert Raiders_2010"
"09_10","Regina x - Regina Pats",72,30,35,67,0.465,246,278,0.255,0.786,"WHL",2010,"0","Regina Pats","Regina Pats_2010"
"09_10","Seattle x - Seattle Thunderbirds",72,19,41,50,0.347,172,255,0.177,0.785,"WHL",2010,"0","Seattle Thunderbirds","Seattle Thunderbirds_2010"
"09_10","Lethbridge x - Lethbridge Hurricanes",72,20,44,48,0.333,178,275,0.154,0.766,"WHL",2010,"0","Lethbridge Hurricanes","Lethbridge Hurricanes_2010"
"09_10","Oil Kings x - Edmonton Oil Kings",72,16,43,45,0.313,169,285,0.117,0.743,"WHL",2010,"0","Edmonton Oil Kings","Edmonton Oil Kings_2010"
"09_10","Prince George x - Prince George Cougars",72,12,56,28,0.194,172,327,0.145,0.732,"WHL",2010,"0","Prince George Cougars","Prince George Cougars_2010"
"10_11","Saskatoon xy - Saskatoon Blades",72,56,13,115,0.799,310,213,0.214,0.824,"WHL",2011,"0","Saskatoon Blades","Saskatoon Blades_2011"
"10_11","Red Deer x - Red Deer Rebels",72,48,16,104,0.722,268,159,0.222,0.855,"WHL",2011,"0","Red Deer Rebels","Red Deer Rebels_2011"
"10_11","Portland xy - Portland Winterhawks",72,50,19,103,0.715,303,227,0.224,0.832,"WHL",2011,"0","Portland Winterhawks","Portland Winterhawks_2011"
"10_11","Kelowna x - Kelowna Rockets",72,43,28,87,0.604,240,201,0.193,0.841,"WHL",2011,"0","Kelowna Rockets","Kelowna Rockets_2011"
"10_11","Spokane x - Spokane Chiefs",72,48,18,102,0.708,310,193,0.267,0.873,"WHL",2011,"0","Spokane Chiefs","Spokane Chiefs_2011"
"10_11","Medicine Hat x - Medicine Hat Tigers",72,46,18,100,0.694,265,196,0.212,0.819,"WHL",2011,"0","Medicine Hat Tigers","Medicine Hat Tigers_2011"
"10_11","Kootenay x - Kootenay Ice",72,46,21,97,0.674,272,218,0.218,0.793,"WHL",2011,"0","Kootenay Ice","Kootenay Ice_2011"
"10_11","Tri-City x - Tri-City Americans",72,44,24,92,0.639,286,223,0.236,0.787,"WHL",2011,"0","City Americans","City Americans_2011"
"10_11","Moose Jaw x - Moose Jaw Warriors",72,40,26,86,0.597,245,240,0.177,0.818,"WHL",2011,"0","Moose Jaw Warriors","Moose Jaw Warriors_2011"
"10_11","Vancouver x - Vancouver Giants",72,35,32,75,0.521,236,251,0.192,0.784,"WHL",2011,"0","Vancouver Giants","Vancouver Giants_2011"
"10_11","Chilliwack x - Chilliwack Bruins",72,33,31,74,0.514,227,255,0.218,0.792,"WHL",2011,"0","Chilliwack Bruins","Chilliwack Bruins_2011"
"10_11","Brandon x - Brandon Wheat Kings",72,32,31,73,0.507,281,275,0.232,0.749,"WHL",2011,"0","Brandon Wheat Kings","Brandon Wheat Kings_2011"
"10_11","Prince George x - Prince George Cougars",72,33,35,70,0.486,258,265,0.184,0.827,"WHL",2011,"0","Prince George Cougars","Prince George Cougars_2011"
"10_11","Oil Kings x - Edmonton Oil Kings",72,31,34,69,0.479,249,252,0.159,0.793,"WHL",2011,"0","Edmonton Oil Kings","Edmonton Oil Kings_2011"
"10_11","Prince Albert x - Prince Albert Raiders",72,31,36,67,0.465,247,283,0.188,0.79,"WHL",2011,"0","Prince Albert Raiders","Prince Albert Raiders_2011"
"10_11","Everett x - Everett Silvertips",72,28,33,67,0.465,172,218,0.142,0.783,"WHL",2011,"0","Everett Silvertips","Everett Silvertips_2011"
"10_11","Kamloops Kamloops Blazers",72,29,37,64,0.444,219,285,0.193,0.764,"WHL",2011,"0","Kamloops Blazers","Kamloops Blazers_2011"
"10_11","Seattle Seattle Thunderbirds",72,27,35,64,0.444,195,264,0.212,0.774,"WHL",2011,"0","Seattle Thunderbirds","Seattle Thunderbirds_2011"
"10_11","Lethbridge Lethbridge Hurricanes",72,23,36,59,0.41,205,295,0.152,0.783,"WHL",2011,"0","Lethbridge Hurricanes","Lethbridge Hurricanes_2011"
"10_11","Regina Regina Pats",72,23,39,56,0.389,216,312,0.16,0.747,"WHL",2011,"0","Regina Pats","Regina Pats_2011"
"10_11","Swift Current Swift Current Broncos",72,26,44,54,0.375,181,260,0.171,0.818,"WHL",2011,"0","Swift Current Broncos","Swift Current Broncos_2011"
"10_11","Calgary Calgary Hitmen",72,20,47,45,0.313,171,271,0.158,0.799,"WHL",2011,"0","Calgary Hitmen","Calgary Hitmen_2011"
"11_12","Oil Kings xy - Edmonton Oil Kings",72,50,15,107,0.743,310,193,0.276,0.837,"WHL",2012,"0","Edmonton Oil Kings","Edmonton Oil Kings_2012"
"11_12","Tri-City xy - Tri-City Americans",72,50,18,104,0.722,281,190,0.235,0.839,"WHL",2012,"0","City Americans","City Americans_2012"
"11_12","Kamloops x - Kamloops Blazers",72,47,20,99,0.688,290,211,0.238,0.79,"WHL",2012,"0","Kamloops Blazers","Kamloops Blazers_2012"
"11_12","Moose Jaw x - Moose Jaw Warriors",72,45,19,98,0.681,258,213,0.23,0.799,"WHL",2012,"0","Moose Jaw Warriors","Moose Jaw Warriors_2012"
"11_12","Portland x - Portland Winterhawks",72,49,19,102,0.708,328,229,0.294,0.828,"WHL",2012,"0","Portland Winterhawks","Portland Winterhawks_2012"
"11_12","Calgary x - Calgary Hitmen",72,44,25,91,0.632,273,221,0.209,0.809,"WHL",2012,"0","Calgary Hitmen","Calgary Hitmen_2012"
"11_12","Medicine Hat x - Medicine Hat Tigers",72,42,24,90,0.625,255,209,0.243,0.773,"WHL",2012,"0","Medicine Hat Tigers","Medicine Hat Tigers_2012"
"11_12","Vancouver x - Vancouver Giants",72,40,26,86,0.597,255,234,0.202,0.796,"WHL",2012,"0","Vancouver Giants","Vancouver Giants_2012"
"11_12","Spokane x - Spokane Chiefs",72,38,25,85,0.59,257,225,0.168,0.787,"WHL",2012,"0","Spokane Chiefs","Spokane Chiefs_2012"
"11_12","Saskatoon x - Saskatoon Blades",72,40,29,83,0.576,268,250,0.221,0.801,"WHL",2012,"0","Saskatoon Blades","Saskatoon Blades_2012"
"11_12","Brandon x - Brandon Wheat Kings",72,39,28,83,0.576,273,257,0.263,0.769,"WHL",2012,"0","Brandon Wheat Kings","Brandon Wheat Kings_2012"
"11_12","Regina x - Regina Pats",72,37,27,82,0.569,230,214,0.207,0.779,"WHL",2012,"0","Regina Pats","Regina Pats_2012"
"11_12","Kootenay x - Kootenay Ice",72,36,26,82,0.569,222,201,0.197,0.805,"WHL",2012,"0","Kootenay Ice","Kootenay Ice_2012"
"11_12","Kelowna x - Kelowna Rockets",72,31,31,72,0.5,217,242,0.22,0.768,"WHL",2012,"0","Kelowna Rockets","Kelowna Rockets_2012"
"11_12","Red Deer x - Red Deer Rebels",72,32,34,70,0.486,204,231,0.169,0.799,"WHL",2012,"0","Red Deer Rebels","Red Deer Rebels_2012"
"11_12","Swift Current x - Swift Current Broncos",72,27,37,62,0.431,216,272,0.244,0.72,"WHL",2012,"0","Swift Current Broncos","Swift Current Broncos_2012"
"11_12","Lethbridge x - Lethbridge Hurricanes",72,29,42,59,0.41,225,292,0.218,0.76,"WHL",2012,"0","Lethbridge Hurricanes","Lethbridge Hurricanes_2012"
"11_12","Royals x - Victoria Royals",72,24,41,55,0.382,233,325,0.201,0.777,"WHL",2012,"0","Victoria Royals","Victoria Royals_2012"
"11_12","Everett x - Everett Silvertips",72,22,40,54,0.375,185,268,0.194,0.767,"WHL",2012,"0","Everett Silvertips","Everett Silvertips_2012"
"11_12","Seattle x - Seattle Thunderbirds",72,25,45,52,0.361,173,292,0.163,0.759,"WHL",2012,"0","Seattle Thunderbirds","Seattle Thunderbirds_2012"
"11_12","Prince George x - Prince George Cougars",72,24,46,50,0.347,166,257,0.12,0.766,"WHL",2012,"0","Prince George Cougars","Prince George Cougars_2012"
"11_12","Prince Albert x - Prince Albert Raiders",72,21,45,48,0.333,219,312,0.194,0.739,"WHL",2012,"0","Prince Albert Raiders","Prince Albert Raiders_2012"
"12_13","Portland xy - Portland Winterhawks",72,57,12,117,0.813,334,169,0.234,0.879,"WHL",2013,"0","Portland Winterhawks","Portland Winterhawks_2013"
"12_13","Kelowna x - Kelowna Rockets",72,52,16,108,0.75,309,178,0.222,0.839,"WHL",2013,"0","Kelowna Rockets","Kelowna Rockets_2013"
"12_13","Oil Kings xy - Edmonton Oil Kings",72,51,15,108,0.75,278,155,0.286,0.875,"WHL",2013,"0","Edmonton Oil Kings","Edmonton Oil Kings_2013"
"12_13","Saskatoon x - Saskatoon Blades",72,44,22,94,0.653,280,221,0.214,0.847,"WHL",2013,"0","Saskatoon Blades","Saskatoon Blades_2013"
"12_13","Kamloops x - Kamloops Blazers",72,47,20,99,0.688,261,180,0.214,0.834,"WHL",2013,"0","Kamloops Blazers","Kamloops Blazers_2013"
"12_13","Calgary x - Calgary Hitmen",72,46,21,97,0.674,266,204,0.199,0.815,"WHL",2013,"0","Calgary Hitmen","Calgary Hitmen_2013"
"12_13","Spokane x - Spokane Chiefs",72,44,26,90,0.625,269,230,0.206,0.794,"WHL",2013,"0","Spokane Chiefs","Spokane Chiefs_2013"
"12_13","Tri-City x - Tri-City Americans",72,40,27,85,0.59,246,227,0.225,0.828,"WHL",2013,"0","City Americans","City Americans_2013"
"12_13","Red Deer x - Red Deer Rebels",72,39,26,85,0.59,208,204,0.171,0.84,"WHL",2013,"0","Red Deer Rebels","Red Deer Rebels_2013"
"12_13","Prince Albert x - Prince Albert Raiders",72,37,28,81,0.563,234,233,0.154,0.8,"WHL",2013,"0","Prince Albert Raiders","Prince Albert Raiders_2013"
"12_13","Swift Current x - Swift Current Broncos",72,36,29,79,0.549,206,193,0.215,0.836,"WHL",2013,"0","Swift Current Broncos","Swift Current Broncos_2013"
"12_13","Royals x - Victoria Royals",72,35,30,77,0.535,223,252,0.213,0.788,"WHL",2013,"0","Victoria Royals","Victoria Royals_2013"
"12_13","Medicine Hat x - Medicine Hat Tigers",72,36,33,75,0.521,243,244,0.211,0.804,"WHL",2013,"0","Medicine Hat Tigers","Medicine Hat Tigers_2013"
"12_13","Kootenay x - Kootenay Ice",72,35,35,72,0.5,203,221,0.192,0.775,"WHL",2013,"0","Kootenay Ice","Kootenay Ice_2013"
"12_13","Lethbridge Lethbridge Hurricanes",72,28,34,66,0.458,212,253,0.161,0.766,"WHL",2013,"0","Lethbridge Hurricanes","Lethbridge Hurricanes_2013"
"12_13","Moose Jaw Moose Jaw Warriors",72,25,36,61,0.424,182,249,0.203,0.788,"WHL",2013,"0","Moose Jaw Warriors","Moose Jaw Warriors_2013"
"12_13","Regina Regina Pats",72,25,38,59,0.41,193,269,0.185,0.746,"WHL",2013,"0","Regina Pats","Regina Pats_2013"
"12_13","Seattle x - Seattle Thunderbirds",72,24,38,58,0.403,210,286,0.187,0.793,"WHL",2013,"0","Seattle Thunderbirds","Seattle Thunderbirds_2013"
"12_13","Everett x - Everett Silvertips",72,25,40,57,0.396,172,268,0.162,0.768,"WHL",2013,"0","Everett Silvertips","Everett Silvertips_2013"
"12_13","Brandon Brandon Wheat Kings",72,24,40,56,0.389,189,284,0.162,0.717,"WHL",2013,"0","Brandon Wheat Kings","Brandon Wheat Kings_2013"
"12_13","Prince George Prince George Cougars",72,21,43,50,0.347,177,273,0.154,0.762,"WHL",2013,"0","Prince George Cougars","Prince George Cougars_2013"
"12_13","Vancouver Vancouver Giants",72,21,49,44,0.306,197,299,0.173,0.736,"WHL",2013,"0","Vancouver Giants","Vancouver Giants_2013"
"13_14","Kelowna xy - Kelowna Rockets",72,57,11,118,0.819,310,182,0.222,0.862,"WHL",2014,"0","Kelowna Rockets","Kelowna Rockets_2014"
"13_14","Portland x - Portland Winterhawks",72,54,13,113,0.785,338,207,0.275,0.819,"WHL",2014,"0","Portland Winterhawks","Portland Winterhawks_2014"
"13_14","Oil Kings xy - Edmonton Oil Kings",72,50,19,103,0.715,290,179,0.196,0.853,"WHL",2014,"1","Edmonton Oil Kings","Edmonton Oil Kings_2014"
"13_14","Calgary x - Calgary Hitmen",72,48,17,103,0.715,287,207,0.228,0.83,"WHL",2014,"0","Calgary Hitmen","Calgary Hitmen_2014"
"13_14","Royals x - Victoria Royals",72,48,20,100,0.694,238,181,0.205,0.813,"WHL",2014,"0","Victoria Royals","Victoria Royals_2014"
"13_14","Medicine Hat x - Medicine Hat Tigers",72,44,24,92,0.639,260,196,0.203,0.814,"WHL",2014,"0","Medicine Hat Tigers","Medicine Hat Tigers_2014"
"13_14","Seattle x - Seattle Thunderbirds",72,41,25,88,0.611,238,249,0.205,0.79,"WHL",2014,"0","Seattle Thunderbirds","Seattle Thunderbirds_2014"
"13_14","Everett x - Everett Silvertips",72,39,23,88,0.611,218,206,0.211,0.792,"WHL",2014,"0","Everett Silvertips","Everett Silvertips_2014"
"13_14","Regina x - Regina Pats",72,39,26,85,0.59,257,247,0.209,0.736,"WHL",2014,"0","Regina Pats","Regina Pats_2014"
"13_14","Swift Current x - Swift Current Broncos",72,38,25,85,0.59,248,229,0.234,0.795,"WHL",2014,"0","Swift Current Broncos","Swift Current Broncos_2014"
"13_14","Brandon x - Brandon Wheat Kings",72,34,29,77,0.535,271,269,0.259,0.752,"WHL",2014,"0","Brandon Wheat Kings","Brandon Wheat Kings_2014"
"13_14","Vancouver x - Vancouver Giants",72,32,29,75,0.521,234,248,0.242,0.804,"WHL",2014,"0","Vancouver Giants","Vancouver Giants_2014"
"13_14","Spokane x - Spokane Chiefs",72,40,26,86,0.597,244,213,0.223,0.779,"WHL",2014,"0","Spokane Chiefs","Spokane Chiefs_2014"
"13_14","Kootenay x - Kootenay Ice",72,39,28,83,0.576,235,209,0.243,0.794,"WHL",2014,"0","Kootenay Ice","Kootenay Ice_2014"
"13_14","Red Deer Red Deer Rebels",72,35,32,75,0.521,214,224,0.185,0.815,"WHL",2014,"0","Red Deer Rebels","Red Deer Rebels_2014"
"13_14","Prince Albert x - Prince Albert Raiders",72,35,32,75,0.521,243,258,0.249,0.76,"WHL",2014,"0","Prince Albert Raiders","Prince Albert Raiders_2014"
"13_14","Tri-City x - Tri-City Americans",72,29,33,68,0.472,178,224,0.182,0.81,"WHL",2014,"0","City Americans","City Americans_2014"
"13_14","Prince George Prince George Cougars",72,27,37,62,0.431,238,305,0.177,0.755,"WHL",2014,"0","Prince George Cougars","Prince George Cougars_2014"
"13_14","Moose Jaw Moose Jaw Warriors",72,21,42,51,0.354,202,283,0.197,0.776,"WHL",2014,"0","Moose Jaw Warriors","Moose Jaw Warriors_2014"
"13_14","Saskatoon Saskatoon Blades",72,16,51,37,0.257,207,317,0.209,0.742,"WHL",2014,"0","Saskatoon Blades","Saskatoon Blades_2014"
"13_14","Kamloops Kamloops Blazers",72,14,53,33,0.229,175,305,0.159,0.721,"WHL",2014,"0","Kamloops Blazers","Kamloops Blazers_2014"
"13_14","Lethbridge Lethbridge Hurricanes",72,12,55,29,0.201,171,358,0.184,0.698,"WHL",2014,"0","Lethbridge Hurricanes","Lethbridge Hurricanes_2014"
"14_15","Brandon xy - Brandon Wheat Kings",72,53,11,114,0.792,340,219,0.257,0.771,"WHL",2015,"0","Brandon Wheat Kings","Brandon Wheat Kings_2015"
"14_15","Kelowna xy - Kelowna Rockets",72,53,13,112,0.778,305,183,0.262,0.795,"WHL",2015,"0","Kelowna Rockets","Kelowna Rockets_2015"
"14_15","Calgary x - Calgary Hitmen",72,45,22,95,0.66,289,203,0.217,0.826,"WHL",2015,"0","Calgary Hitmen","Calgary Hitmen_2015"
"14_15","Everett xy - Everett Silvertips",72,43,20,95,0.66,242,199,0.243,0.766,"WHL",2015,"0","Everett Silvertips","Everett Silvertips_2015"
"14_15","Medicine Hat x - Medicine Hat Tigers",72,45,23,94,0.653,268,213,0.209,0.813,"WHL",2015,"0","Medicine Hat Tigers","Medicine Hat Tigers_2015"
"14_15","Portland x - Portland Winterhawks",72,43,23,92,0.639,287,237,0.226,0.8,"WHL",2015,"0","Portland Winterhawks","Portland Winterhawks_2015"
"14_15","Red Deer x - Red Deer Rebels",72,38,23,87,0.604,240,227,0.202,0.837,"WHL",2015,"0","Red Deer Rebels","Red Deer Rebels_2015"
"14_15","Seattle x - Seattle Thunderbirds",72,38,25,85,0.59,218,201,0.212,0.8,"WHL",2015,"0","Seattle Thunderbirds","Seattle Thunderbirds_2015"
"14_15","Regina x - Regina Pats",72,37,24,85,0.59,263,238,0.153,0.802,"WHL",2015,"0","Regina Pats","Regina Pats_2015"
"14_15","Royals x - Victoria Royals",72,39,29,82,0.569,244,219,0.22,0.8,"WHL",2015,"0","Victoria Royals","Victoria Royals_2015"
"14_15","Swift Current x - Swift Current Broncos",72,34,33,73,0.507,221,245,0.219,0.812,"WHL",2015,"0","Swift Current Broncos","Swift Current Broncos_2015"
"14_15","Prince George x - Prince George Cougars",72,31,36,67,0.465,222,295,0.159,0.719,"WHL",2015,"0","Prince George Cougars","Prince George Cougars_2015"
"14_15","Kootenay x - Kootenay Ice",72,37,31,78,0.542,245,248,0.199,0.818,"WHL",2015,"0","Kootenay Ice","Kootenay Ice_2015"
"14_15","Oil Kings x - Edmonton Oil Kings",72,34,31,75,0.521,217,204,0.185,0.848,"WHL",2015,"0","Edmonton Oil Kings","Edmonton Oil Kings_2015"
"14_15","Spokane x - Spokane Chiefs",72,34,34,72,0.5,219,229,0.237,0.826,"WHL",2015,"0","Spokane Chiefs","Spokane Chiefs_2015"
"14_15","Moose Jaw Moose Jaw Warriors",72,32,35,69,0.479,221,266,0.157,0.767,"WHL",2015,"0","Moose Jaw Warriors","Moose Jaw Warriors_2015"
"14_15","Prince Albert Prince Albert Raiders",72,31,37,66,0.458,215,257,0.201,0.779,"WHL",2015,"0","Prince Albert Raiders","Prince Albert Raiders_2015"
"14_15","Tri-City x - Tri-City Americans",72,31,38,65,0.451,190,242,0.19,0.823,"WHL",2015,"0","City Americans","City Americans_2015"
"14_15","Kamloops Kamloops Blazers",72,28,37,63,0.438,214,258,0.182,0.781,"WHL",2015,"0","Kamloops Blazers","Kamloops Blazers_2015"
"14_15","Vancouver Vancouver Giants",72,27,41,58,0.403,189,251,0.208,0.768,"WHL",2015,"0","Vancouver Giants","Vancouver Giants_2015"
"14_15","Lethbridge Lethbridge Hurricanes",72,20,44,48,0.333,202,304,0.152,0.783,"WHL",2015,"0","Lethbridge Hurricanes","Lethbridge Hurricanes_2015"
"14_15","Saskatoon Saskatoon Blades",72,19,49,42,0.292,195,308,0.217,0.753,"WHL",2015,"0","Saskatoon Blades","Saskatoon Blades_2015"
"15_16","Royals xy - Victoria Royals",72,50,16,106,0.736,281,166,0.228,0.842,"WHL",2016,"0","Victoria Royals","Victoria Royals_2016"
"15_16","Wheat Kings xy - Brandon Wheat Kings",72,48,18,102,0.708,316,197,0.234,0.814,"WHL",2016,"0","Brandon Wheat Kings","Brandon Wheat Kings_2016"
"15_16","Rockets x - Kelowna Rockets",72,48,20,100,0.694,269,218,0.245,0.789,"WHL",2016,"0","Kelowna Rockets","Kelowna Rockets_2016"
"15_16","Hurricanes xy - Lethbridge Hurricanes",72,46,24,94,0.653,304,218,0.289,0.793,"WHL",2016,"0","Lethbridge Hurricanes","Lethbridge Hurricanes_2016"
"15_16","Thunderbirds xy - Seattle Thunderbirds",72,45,23,94,0.653,228,186,0.237,0.853,"WHL",2016,"0","Seattle Thunderbirds","Seattle Thunderbirds_2016"
"15_16","Rebels x - Red Deer Rebels",72,45,24,93,0.646,260,205,0.225,0.77,"WHL",2016,"0","Red Deer Rebels","Red Deer Rebels_2016"
"15_16","Hitmen x - Calgary Hitmen",72,42,26,88,0.611,246,219,0.231,0.81,"WHL",2016,"0","Calgary Hitmen","Calgary Hitmen_2016"
"15_16","Blazers x - Kamloops Blazers",72,38,25,85,0.59,237,218,0.215,0.814,"WHL",2016,"0","Kamloops Blazers","Kamloops Blazers_2016"
